name,price,category,store_name,unit,date
Yes Chef Original Fajita Mix ,198.0,spices,Naheed Supermarket,"3 Steps, 32g + 5g",2025-08-30 15:08:05.786726
Yes Chef Teriyaki Mix ,198.0,spices,Naheed Supermarket,"5 Steps, 25g + 5g",2025-08-30 15:08:05.786726
Yes Chef Honey Sesame Glaze Mix ,198.0,spices,Naheed Supermarket,"5 Steps, 32g + 5g",2025-08-30 15:08:05.786726
"Malka Dum Qeema Masala, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Malai Boti Masala, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"National Garlic Powder, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
National Black Pep,260.0,spices,Naheed Supermarket,"per Powder, 50g",2025-08-30 15:08:05.786726
"Rossmorr Instant Yeast, ",180.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Falak Hot & Sour Soup, ",130.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Falak Chicken Corn Soup, ",135.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Italiano Khatai Powder, ",175.0,spices,Naheed Supermarket,90g,2025-08-30 15:08:05.786726
"Falak Mixed Herbs, ",225.0,spices,Naheed Supermarket,30g,2025-08-30 15:08:05.786726
"Shan Butter Chicken Mix Recipe Masala, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"National Biryani Masala Mix, ",290.0,spices,Naheed Supermarket,90g,2025-08-30 15:08:05.786726
"National Daighi Danedar Haleem Mix, ",350.0,spices,Naheed Supermarket,293g,2025-08-30 15:08:05.786726
National Chicken Tikka Masala Mix ,290.0,spices,Naheed Supermarket,85gm,2025-08-30 15:08:05.786726
National Bombay Biryani Masala Mix ,150.0,spices,Naheed Supermarket,70gm,2025-08-30 15:08:05.786726
"National Achar Gosht Masala Mix, ",150.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Coriander Powder, ",150.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Malka Red Chilli Powder, ",400.0,spices,Naheed Supermarket,200g,2025-08-30 15:08:05.786726
"Jazaa Bihari Kabab Masala, ",120.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
Beet Root ,269.0,Vegetables,Greenvalleys Hypermarket,1kg,2025-08-30 15:08:48.558232
Bird Chilli Red ,849.0,Vegetables,Greenvalleys Hypermarket,1Pack,2025-08-30 15:08:48.558232
Bitter Gourd Farmi ,279.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Blue Berries ,1299.0,Vegetables,Greenvalleys Hypermarket,1Pack,2025-08-30 15:08:48.558232
Bottle Ground Long ,249.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Broccoli Local,1049.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Cabbage China ,349.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Cabbage White ,129.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Capsicum Green ,229.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Capsicum Red ,999.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Cauliflower ,279.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Celery ,249.0,Vegetables,Greenvalleys Hypermarket,1 Bunch,2025-08-30 15:08:48.558232
Cherry Tomato ,499.0,Vegetables,Greenvalleys Hypermarket,1Pack,2025-08-30 15:08:48.558232
Coriander ,99.0,Vegetables,Greenvalleys Hypermarket,1Bunch,2025-08-30 15:08:48.558232
Cucumber Farmi ,169.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Desi Tori ,199.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Eggplant Round ,199.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Fresh Bean ,249.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Fresh Haldi ,499.0,Vegetables,Greenvalleys Hypermarket,1kg,2025-08-30 15:08:48.558232
Fresh Rocket Leaves ,269.0,Vegetables,Greenvalleys Hypermarket,1pc,2025-08-30 15:08:48.558232
Garlic Desi ,449.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Garlic Peeled ,499.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Green Chilli Desi ,99.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Green Vegetable ,29.0,Vegetables,Greenvalleys Hypermarket,1Bunch,2025-08-30 15:08:48.558232
Ice Burg ,579.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Kali Tori ,169.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Lady Finger ,199.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Lemon Big ,379.0,Vegetables,Greenvalleys Hypermarket,1Kg Rsa,2025-08-30 15:08:48.558232
Lemon China ,299.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Lemon Desi ,479.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Mint Fresh ,14.0,Vegetables,Greenvalleys Hypermarket,1Bunch,2025-08-30 15:08:48.558232
Mushroom White ,199.0,Vegetables,Greenvalleys Hypermarket,1Pack,2025-08-30 15:08:48.558232
Onion Premium ,69.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Potato Premium ,89.0,Vegetables,Greenvalleys Hypermarket,1 Kg,2025-08-30 15:08:48.558232
Pumpkin Local ,99.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Radish Red ,49.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Spinach Palak ,139.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Spring Onion ,219.0,Vegetables,Greenvalleys Hypermarket,1Bunch,2025-08-30 15:08:48.558232
Sweet Corn ,649.0,Vegetables,Greenvalleys Hypermarket,1 Pack,2025-08-30 15:08:48.558232
Sweet Lime ,149.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Sweet Potato ,299.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Sweet Tamriand ,599.0,Vegetables,Greenvalleys Hypermarket,250g,2025-08-30 15:08:48.558232
Tinda Farmi ,299.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Tomato ,134.0,Vegetables,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:48.558232
Farm Fresh Golden Eggs ,1009.0,Eggs,Greenvalleys Hypermarket,30Pcs,2025-08-30 15:08:54.848104
Greenvalley Farms Eggs ,319.0,Eggs,Greenvalleys Hypermarket,12Pcs,2025-08-30 15:08:54.848104
Farm Fresh Omega ,459.0,Eggs,Greenvalleys Hypermarket,3 Eggs 1 Dozen,2025-08-30 15:08:54.848104
Farm Fresh Classic Eggs ,395.0,Eggs,Greenvalleys Hypermarket,15Pcs,2025-08-30 15:08:54.848104
Farm Fresh Golden Eggs ,559.0,Eggs,Greenvalleys Hypermarket,15Pcs,2025-08-30 15:08:54.848104
Farm Fresh Golden Eggs ,209.0,Eggs,Greenvalleys Hypermarket,6 Pieces,2025-08-30 15:08:54.848104
Farm Fresh Golden Eggs ,409.0,Eggs,Greenvalleys Hypermarket,1 Dozen,2025-08-30 15:08:54.848104
Farm Fresh Omega ,219.0,Eggs,Greenvalleys Hypermarket,3 Eggs 6 Pieces,2025-08-30 15:08:54.848104
Farm Fresh Classic Eggs ,369.0,Eggs,Greenvalleys Hypermarket,1 Dozen,2025-08-30 15:08:54.848104
Menu Eggs ,179.0,Eggs,Greenvalleys Hypermarket,6 Pcs,2025-08-30 15:08:54.848104
Sogo Muffin Maker ,9499.0,Eggs,Greenvalleys Hypermarket,700W Ss7188Tb,2025-08-30 15:08:54.848104
PUR Orthodontic Silicone Soother M+,769.0,Eggs,Greenvalleys Hypermarket,3 14017,2025-08-30 15:08:54.848104
Ras Malai ,349.0,Eggs,Greenvalleys Hypermarket,2Pc,2025-08-30 15:08:54.848104
PRB Egg Noodles Fine ,899.0,Eggs,Greenvalleys Hypermarket,400GM,2025-08-30 15:08:54.848104
Momse Jumbo Pants Large ,2499.0,Eggs,Greenvalleys Hypermarket,54Pc,2025-08-30 15:08:54.848104
Tapal Danedar Tea ,189.0,Eggs,Greenvalleys Hypermarket,85G,2025-08-30 15:08:54.848104
Phul Makhana ,6499.0,Eggs,Greenvalleys Hypermarket,1Kg,2025-08-30 15:08:54.848104
Floret Fun Egg Girl ,259.0,Eggs,Greenvalleys Hypermarket,15 g,2025-08-30 15:08:54.848104
Menu Eggs ,359.0,Eggs,Greenvalleys Hypermarket,12 Pcs,2025-08-30 15:08:54.848104
Canderel Sweetener ,91.0,Sugar,Greenvalleys Hypermarket,100 Tab,2025-08-30 15:09:02.287408
Chashnik Granulated Brown Sugar ,179.0,Sugar,Greenvalleys Hypermarket,500g,2025-08-30 15:09:02.287408
Chasnik White Sugar ,209.0,Sugar,Greenvalleys Hypermarket,100P,2025-08-30 15:09:02.287408
Earths Organic Coconut Sugar ,349.0,Sugar,Greenvalleys Hypermarket,250 GM,2025-08-30 15:09:02.287408
Eco Icing Sugar ,199.0,Sugar,Greenvalleys Hypermarket,400g,2025-08-30 15:09:02.287408
Equal ,290.0,Sugar,Greenvalleys Hypermarket,50 Sachet-Sucralose,2025-08-30 15:09:02.287408
Equal Stevia Zero Calorie Sweeter ,399.0,Sugar,Greenvalleys Hypermarket,100 Tablets,2025-08-30 15:09:02.287408
Italiano Brown Sugar ,149.0,Sugar,Greenvalleys Hypermarket,300Gm,2025-08-30 15:09:02.287408
Italiano Brown Sugar Granulated ,279.0,Sugar,Greenvalleys Hypermarket,600g,2025-08-30 15:09:02.287408
Italiano Brown Sugar Sachet ,349.0,Sugar,Greenvalleys Hypermarket,100Box,2025-08-30 15:09:02.287408
Italiano Brown Suger Pouch ,289.0,Sugar,Greenvalleys Hypermarket,600gm,2025-08-30 15:09:02.287408
Italiano Caster Sugar ,179.0,Sugar,Greenvalleys Hypermarket,300Gm,2025-08-30 15:09:02.287408
Italiano Icing Sugar ,149.0,Sugar,Greenvalleys Hypermarket,300G,2025-08-30 15:09:02.287408
Italiano Jaggery Sugar ,249.0,Sugar,Greenvalleys Hypermarket,300Gm,2025-08-30 15:09:02.287408
Italiano Jaggery Sugar ,399.0,Sugar,Greenvalleys Hypermarket,300 GM,2025-08-30 15:09:02.287408
Krystal Sugar White ,299.0,Sugar,Greenvalleys Hypermarket,100s,2025-08-30 15:09:02.287408
Mother Choice Caster Sugar ,149.0,Sugar,Greenvalleys Hypermarket,300 Gm,2025-08-30 15:09:02.287408
Mother Choice Icing Sugar ,149.0,Sugar,Greenvalleys Hypermarket,300Gm,2025-08-30 15:09:02.287408
Mother Choice Icing Sugar ,409.0,Sugar,Greenvalleys Hypermarket,800gm,2025-08-30 15:09:02.287408
Mother Choice Soft Brown Sugar ,149.0,Sugar,Greenvalleys Hypermarket,300 Gm,2025-08-30 15:09:02.287408
Mother Choice Soft Brown Sugar ,479.0,Sugar,Greenvalleys Hypermarket,800gm,2025-08-30 15:09:02.287408
Safa Sugar Cubes ,879.0,Sugar,Greenvalleys Hypermarket,500g,2025-08-30 15:09:02.287408
Sis White Sugar Cubes ,999.0,Sugar,Greenvalleys Hypermarket,454Gm,2025-08-30 15:09:02.287408
Splenda Low Calorie Sweetener Granulated ,1399.0,Sugar,Greenvalleys Hypermarket,75G,2025-08-30 15:09:02.287408
Splenda Sugar Alternative ,2269.0,Sugar,Greenvalleys Hypermarket,500 Sweet Mints,2025-08-30 15:09:02.287408
Splenda Tablets ,765.0,Sugar,Greenvalleys Hypermarket,100 pcs,2025-08-30 15:09:02.287408
Stevia Sweetener ,1149.0,Sugar,Greenvalleys Hypermarket,125g,2025-08-30 15:09:02.287408
Sucral Drops ,269.0,Sugar,Greenvalleys Hypermarket,200,2025-08-30 15:09:02.287408
Sucral Plastic Jar ,899.0,Sugar,Greenvalleys Hypermarket,100Gm,2025-08-30 15:09:02.287408
Sucral Zero Calorie Drops ,170.0,Sugar,Greenvalleys Hypermarket,5ml,2025-08-30 15:09:02.287408
Sucral Zero Calorie Sugar ,249.0,Sugar,Greenvalleys Hypermarket,100 Tab,2025-08-30 15:09:02.287408
Sucral Zero Calorie Sugar ,449.0,Sugar,Greenvalleys Hypermarket,200 Tab,2025-08-30 15:09:02.287408
Sugar ,175.0,Sugar,Greenvalleys Hypermarket,1 kg,2025-08-30 15:09:02.287408
Sugarie Caster Sugar ,149.0,Sugar,Greenvalleys Hypermarket,300g,2025-08-30 15:09:02.287408
Sugarie Granulated Brown ,399.0,Sugar,Greenvalleys Hypermarket,1kg,2025-08-30 15:09:02.287408
Sugarie Granulated Brown Sugar ,219.0,Sugar,Greenvalleys Hypermarket,500gm,2025-08-30 15:09:02.287408
Sugarie Granulated Brown Sugar Sachet ,209.0,Sugar,Greenvalleys Hypermarket,500gm,2025-08-30 15:09:02.287408
Sugarie Icing ,159.0,Sugar,Greenvalleys Hypermarket,10.6z Sugar 300gms,2025-08-30 15:09:02.287408
Sugarie Powdered Brown Sugar ,399.0,Sugar,Greenvalleys Hypermarket,1Kg,2025-08-30 15:09:02.287408
Sugarie Powdered Brown Sugar ,209.0,Sugar,Greenvalleys Hypermarket,500gm,2025-08-30 15:09:02.287408
Sugarie Powdered Icing Sugar ,289.0,Sugar,Greenvalleys Hypermarket,1Kg,2025-08-30 15:09:02.287408
Sweetex Tablets ,619.0,Sugar,Greenvalleys Hypermarket,300s,2025-08-30 15:09:02.287408
Tate & Lyle Demerara Sugar ,899.0,Sugar,Greenvalleys Hypermarket,500Gm,2025-08-30 15:09:02.287408
Tate & Lyle Fairtrade Icing Sugar ,1049.0,Sugar,Greenvalleys Hypermarket,500g,2025-08-30 15:09:02.287408
Tate & Lyle Soft Sugar ,1299.0,Sugar,Greenvalleys Hypermarket,500G,2025-08-30 15:09:02.287408
Daali Rock Salt ,59.0,Salt,Greenvalleys Hypermarket,800Gm,2025-08-30 15:09:09.011596
Earth's Organic Himalayan Pink Salt ,119.0,Salt,Greenvalleys Hypermarket,400gm,2025-08-30 15:09:09.011596
Falak Arabian Sea Salt ,100.0,Salt,Greenvalleys Hypermarket,400Gm,2025-08-30 15:09:09.011596
Falak Black Salt Bottle ,99.0,Salt,Greenvalleys Hypermarket,1 GM,2025-08-30 15:09:09.011596
Falak Chilli Garlic Pink Salt ,550.0,Salt,Greenvalleys Hypermarket,150g,2025-08-30 15:09:09.011596
Falak Himalayan Fine Salt ,99.0,Salt,Greenvalleys Hypermarket,150g,2025-08-30 15:09:09.011596
Falak Low Sodium Salt ,334.0,Salt,Greenvalleys Hypermarket,400Gm,2025-08-30 15:09:09.011596
Falak Namak Iodized Salt ,59.0,Salt,Greenvalleys Hypermarket,800gm,2025-08-30 15:09:09.011596
Falak Refined Salt ,79.0,Salt,Greenvalleys Hypermarket,800g,2025-08-30 15:09:09.011596
Falak Smoked Sea Salt ,615.0,Salt,Greenvalleys Hypermarket,200g,2025-08-30 15:09:09.011596
Four Island Smoked Sea Salt ,609.0,Salt,Greenvalleys Hypermarket,200Gm,2025-08-30 15:09:09.011596
Four Islands Chilli Garlic Pink Salt ,599.0,Salt,Greenvalleys Hypermarket,150gm,2025-08-30 15:09:09.011596
Four Islands Himalayan Pink Salt ,99.0,Salt,Greenvalleys Hypermarket,800Gm,2025-08-30 15:09:09.011596
Four Islands Himalayan Pink Salt Fine Grain ,299.0,Salt,Greenvalleys Hypermarket,360g,2025-08-30 15:09:09.011596
Four Islands Himalayan White Salt ,79.0,Salt,Greenvalleys Hypermarket,800gm,2025-08-30 15:09:09.011596
Italiano Black Salt ,129.0,Salt,Greenvalleys Hypermarket,150gm,2025-08-30 15:09:09.011596
Italiano Garlic & Salt ,379.0,Salt,Greenvalleys Hypermarket,90g,2025-08-30 15:09:09.011596
Italiano Lemon Salt ,199.0,Salt,Greenvalleys Hypermarket,100gm,2025-08-30 15:09:09.011596
Lo Salt Original ,999.0,Salt,Greenvalleys Hypermarket,350Gm,2025-08-30 15:09:09.011596
National Iodized Salt ,65.0,Salt,Greenvalleys Hypermarket,800Gm,2025-08-30 15:09:09.011596
National Refined Salt ,69.0,Salt,Greenvalleys Hypermarket,800Gm,2025-08-30 15:09:09.011596
Rite Salt ,129.0,Salt,Greenvalleys Hypermarket,60% Less Sodium 450Gm,2025-08-30 15:09:09.011596
Rite Salt Pouch ,259.0,Salt,Greenvalleys Hypermarket,500gm,2025-08-30 15:09:09.011596
Rite Salt Pouch ,379.0,Salt,Greenvalleys Hypermarket,800gm,2025-08-30 15:09:09.011596
Saroo Coarse Pink Himalayan Salt ,249.0,Salt,Greenvalleys Hypermarket,225g with Grinder,2025-08-30 15:09:09.011596
Saxa Coarse Sea Salt ,1129.0,Salt,Greenvalleys Hypermarket,350G,2025-08-30 15:09:09.011596
Saxa Rock Salt ,1699.0,Salt,Greenvalleys Hypermarket,350g,2025-08-30 15:09:09.011596
Shan Nutra Salt Premium Refined Salt Crystals ,80.0,Salt,Greenvalleys Hypermarket,800G,2025-08-30 15:09:09.011596
Shan Plus Salt ,80.0,Salt,Greenvalleys Hypermarket,800G,2025-08-30 15:09:09.011596
Borges Extra Light Olive Oil ,5475.0,Oil,Greenvalleys Hypermarket,1L,2025-08-30 15:09:20.638323
Coroli Corn Oil ,3199.0,Oil,Greenvalleys Hypermarket,1.8Ltr,2025-08-30 15:09:20.638323
Coroli Corn Oil ,5249.0,Oil,Greenvalleys Hypermarket,3 Ltr,2025-08-30 15:09:20.638323
Coroli Corn Oil ,6549.0,Oil,Greenvalleys Hypermarket,4Ltr,2025-08-30 15:09:20.638323
Coroli SunFlower Oil ,3299.0,Oil,Greenvalleys Hypermarket,1.8 Ltr,2025-08-30 15:09:20.638323
Coroli SunFlower Oil ,4599.0,Oil,Greenvalleys Hypermarket,3 Ltr,2025-08-30 15:09:20.638323
Coroli Sunflower Oil ,6449.0,Oil,Greenvalleys Hypermarket,4 Ltr Bottle,2025-08-30 15:09:20.638323
Daali Desi Sarson Oil ,989.0,Oil,Greenvalleys Hypermarket,1 Ltr,2025-08-30 15:09:20.638323
Daali Desi Sarson Oil ,319.0,Oil,Greenvalleys Hypermarket,220Ml,2025-08-30 15:09:20.638323
Dalda Banaspati Ghee ,1460.0,Oil,Greenvalleys Hypermarket,2.5 kg,2025-08-30 15:09:20.638323
Dalda Canola Cooking Oil ,5690.0,Oil,Greenvalleys Hypermarket,10 Ltr Can,2025-08-30 15:09:20.638323
Dalda Canola Oil ,9029.0,Oil,Greenvalleys Hypermarket,16ltr,2025-08-30 15:09:20.638323
Dalda Canola Oil ,569.0,Oil,Greenvalleys Hypermarket,1Ltr Pouch,2025-08-30 15:09:20.638323
Dalda Canola Oil ,1775.0,Oil,Greenvalleys Hypermarket,3Ltr Bottle,2025-08-30 15:09:20.638323
Dalda Canola Oil ,2645.0,Oil,Greenvalleys Hypermarket,4.5 Ltr Bottle,2025-08-30 15:09:20.638323
Dalda Cooking Oil ,5690.0,Oil,Greenvalleys Hypermarket,10Ltr,2025-08-30 15:09:20.638323
Dalda Cooking Oil ,549.0,Oil,Greenvalleys Hypermarket,1Ltr Pouch,2025-08-30 15:09:20.638323
Dalda Cooking Oil ,1775.0,Oil,Greenvalleys Hypermarket,3 Ltr,2025-08-30 15:09:20.638323
Dalda Cooking Oil ,2645.0,Oil,Greenvalleys Hypermarket,4.5Ltr,2025-08-30 15:09:20.638323
Dalda Cooking Oil ,2865.0,Oil,Greenvalleys Hypermarket,5Ltr Tin,2025-08-30 15:09:20.638323
Dalda Corn Oil ,1999.0,Oil,Greenvalleys Hypermarket,3Ltr,2025-08-30 15:09:20.638323
Dalda Corn Oil Bottle ,2999.0,Oil,Greenvalleys Hypermarket,4.5Ltr,2025-08-30 15:09:20.638323
Dalda Corn Oil Tin ,1999.0,Oil,Greenvalleys Hypermarket,3Ltr,2025-08-30 15:09:20.638323
Dalda Double Fortified Canola ,589.0,Oil,Greenvalleys Hypermarket,1ltr Pouch,2025-08-30 15:09:20.638323
Dalda Fortified Cooking Oil ,589.0,Oil,Greenvalleys Hypermarket,1ltr Pouch,2025-08-30 15:09:20.638323
Dalda Kalonji Canola ,624.0,Oil,Greenvalleys Hypermarket,1 Ltr,2025-08-30 15:09:20.638323
Dalda Planta Cooking Oil ,579.0,Oil,Greenvalleys Hypermarket,1Ltr Pouch1x5,2025-08-30 15:09:20.638323
Dalda Planta Cooking Oil ,1775.0,Oil,Greenvalleys Hypermarket,3 Ltr Bottle,2025-08-30 15:09:20.638323
Dalda Planta Cooking Oil Bottle ,2645.0,Oil,Greenvalleys Hypermarket,4.5 Ltr,2025-08-30 15:09:20.638323
Dalda Pomace Oil Spain ,875.0,Oil,Greenvalleys Hypermarket,250ml,2025-08-30 15:09:20.638323
Dalda Sunflower Cooking oil ,2645.0,Oil,Greenvalleys Hypermarket,4.5 ltr,2025-08-30 15:09:20.638323
Dalda Sunflower Oil ,569.0,Oil,Greenvalleys Hypermarket,1 Litre,2025-08-30 15:09:20.638323
Dalda Sunflower Oil Pouch ,589.0,Oil,Greenvalleys Hypermarket,1ltr,2025-08-30 15:09:20.638323
Diamond Aluminium Foil Heavy Duty ,1029.0,Oil,Greenvalleys Hypermarket,37.5Sqft,2025-08-30 15:09:20.638323
Earth Organic Virgin Coconut Oil ,1849.0,Oil,Greenvalleys Hypermarket,500 Ml,2025-08-30 15:09:20.638323
Earth Virgin Coconut Oil ,1199.0,Oil,Greenvalleys Hypermarket,260ml,2025-08-30 15:09:20.638323
Earth's MCt Oil ,1999.0,Oil,Greenvalleys Hypermarket,120 ML,2025-08-30 15:09:20.638323
Earth's Sweet Almond Oil ,499.0,Oil,Greenvalleys Hypermarket,30ml,2025-08-30 15:09:20.638323
Earth's Tea Tree Oil ,975.0,Oil,Greenvalleys Hypermarket,25ml,2025-08-30 15:09:20.638323
Earths Multi Purpose Argan Oil ,2349.0,Oil,Greenvalleys Hypermarket,40ml,2025-08-30 15:09:20.638323
Eva Canol Cooking Oil ,9799.0,Oil,Greenvalleys Hypermarket,16 ltr,2025-08-30 15:09:20.638323
Eva Canola Oil ,5599.0,Oil,Greenvalleys Hypermarket,10 Ltr J/Can,2025-08-30 15:09:20.638323
Eva Canola Oil ,599.0,Oil,Greenvalleys Hypermarket,1Kg Standup Pouch,2025-08-30 15:09:20.638323
Eva Canola Oil ,1820.0,Oil,Greenvalleys Hypermarket,3 Ltr Bottle,2025-08-30 15:09:20.638323
Eva Canola Oil ,3019.0,Oil,Greenvalleys Hypermarket,5 Ltr Bottle,2025-08-30 15:09:20.638323
Eva Cooking Oil ,9399.0,Oil,Greenvalleys Hypermarket,16 ltr,2025-08-30 15:09:20.638323
Eva Cooking Oil ,605.0,Oil,Greenvalleys Hypermarket,1Kg Standup Pouch,2025-08-30 15:09:20.638323
Eva Cooking Oil ,1789.0,Oil,Greenvalleys Hypermarket,3Ltr Bottle,2025-08-30 15:09:20.638323
Eva Cooking Oil ,3049.0,Oil,Greenvalleys Hypermarket,5 Ltr Bottle,2025-08-30 15:09:20.638323
Eva Sunflower Oil ,604.0,Oil,Greenvalleys Hypermarket,1Kg Standup Pouch,2025-08-30 15:09:20.638323
Eva Sunflower Oil ,1835.0,Oil,Greenvalleys Hypermarket,3 Ltr PetBottle,2025-08-30 15:09:20.638323
Eva Sunflower Oil ,3124.0,Oil,Greenvalleys Hypermarket,5 Ltr PetBottle,2025-08-30 15:09:20.638323
Habib Pure Soybean Bottle ,1849.0,Oil,Greenvalleys Hypermarket,3Ltr,2025-08-30 15:09:20.638323
Heinz Blended Sesame Oil ,1899.0,Oil,Greenvalleys Hypermarket,500 Ml,2025-08-30 15:09:20.638323
Mezan Canola Cooking Oil Bottle ,1689.0,Oil,Greenvalleys Hypermarket,3 Ltr,2025-08-30 15:09:20.638323
Mezan Canola Oil ,5999.0,Oil,Greenvalleys Hypermarket,10Ltr Can,2025-08-30 15:09:20.638323
Mezan Canola Oil ,2759.0,Oil,Greenvalleys Hypermarket,4.5Ltr,2025-08-30 15:09:20.638323
Mezan Cooking Oil ,2535.0,Oil,Greenvalleys Hypermarket,4.5 Ltr Bottle,2025-08-30 15:09:20.638323
Olio Premium Canola Oil ,539.0,Oil,Greenvalleys Hypermarket,1 Ltr Pouch,2025-08-30 15:09:20.638323
Olio Premium Canola Oil ,5462.0,Oil,Greenvalleys Hypermarket,10Ltr Can,2025-08-30 15:09:20.638323
Olio Premium Canola Oil ,1649.0,Oil,Greenvalleys Hypermarket,3 Ltr Bottle,2025-08-30 15:09:20.638323
Olio Premium Canola Oil ,2459.0,Oil,Greenvalleys Hypermarket,4.5Ltr Bottle,2025-08-30 15:09:20.638323
Olio Premium Canola Oil Bottle ,573.0,Oil,Greenvalleys Hypermarket,1 Ltr,2025-08-30 15:09:20.638323
Oliveola ,679.0,Oil,Greenvalleys Hypermarket,1Ltr Nozel Pouch,2025-08-30 15:09:20.638323
Oliveola Cane ,6185.0,Oil,Greenvalleys Hypermarket,10Ltr,2025-08-30 15:09:20.638323
Pam Baking Flour Cooking Spray ,1799.0,Oil,Greenvalleys Hypermarket,141g,2025-08-30 15:09:20.638323
Pam Cooking Grilling Grillades ,1749.0,Oil,Greenvalleys Hypermarket,141 G,2025-08-30 15:09:20.638323
Rafhan Corn Oil ,11995.0,Oil,Greenvalleys Hypermarket,10LTR Cholesterol Free,2025-08-30 15:09:20.638323
Rafhan Corn Oil ,3099.0,Oil,Greenvalleys Hypermarket,3Ltr,2025-08-30 15:09:20.638323
Rafhan Corn Oil ,4899.0,Oil,Greenvalleys Hypermarket,5 Ltr,2025-08-30 15:09:20.638323
Season Canola Oil ,564.0,Oil,Greenvalleys Hypermarket,1 Ltr Pouch,2025-08-30 15:09:20.638323
Season Canola Oil ,5649.0,Oil,Greenvalleys Hypermarket,10 Ltr,2025-08-30 15:09:20.638323
Season Canola Oil ,1744.0,Oil,Greenvalleys Hypermarket,3 Ltr,2025-08-30 15:09:20.638323
