name,price,category,store_name,unit,date
Naheed Rice Saila Special ,410.0,Rice,Naheed Supermarket,1 KG,2025-08-30 15:06:42.935314
Naheed Rice Guldasta Special ,2000.0,Rice,Naheed Supermarket,5 KG,2025-08-30 15:06:42.935314
Naheed Rice Guldasta Special ,1000.0,Rice,Naheed Supermarket,2.5 KG,2025-08-30 15:06:42.935314
Naheed Rice Guldasta Special ,400.0,Rice,Naheed Supermarket,1 KG,2025-08-30 15:06:42.935314
"Naheed Barley Flour Jau Ka Atta, ",140.0,Flour,Naheed Supermarket,1/2 kg,2025-08-30 15:06:49.638666
"Schar Mix Dolci Gluten Free Flour, Ideal For Cakes & Pastries, ",2195.0,Flour,Naheed Supermarket,1Kg,2025-08-30 15:06:49.638666
"The Earth's Coconut Flour, ",1499.0,Flour,Naheed Supermarket,450g,2025-08-30 15:06:49.638666
Sunridge Su,625.0,Flour,Naheed Supermarket,"per Fine Atta, 5Kg",2025-08-30 15:06:49.638666
"Qureshi Farms Stone Mill Gluten Free Flour, ",875.0,Flour,Naheed Supermarket,1Kg,2025-08-30 15:06:49.638666
"Syed Flour Mills Diet Buckwheat Flour, ",1250.0,Flour,Naheed Supermarket,1 KG,2025-08-30 15:06:49.638666
"Qureshi Farms Stone Mill Multigrain Flour, ",750.0,Flour,Naheed Supermarket,1Kg,2025-08-30 15:06:49.638666
"Quill FlaxSeed Flour, ",560.0,Flour,Naheed Supermarket,300gms,2025-08-30 15:06:49.638666
"Quill Almond Flour, ",1320.0,Flour,Naheed Supermarket,300gms,2025-08-30 15:06:49.638666
Bake Parlour Su,1300.0,Flour,Naheed Supermarket,"per Fine Atta, 10 KG",2025-08-30 15:06:49.638666
"The Earth's Almond Flour, Gluten Free, ",1450.0,Flour,Naheed Supermarket,370g,2025-08-30 15:06:49.638666
"Fiber Gold Processed Roti Mixture, ",110.0,Flour,Naheed Supermarket,454g,2025-08-30 15:06:49.638666
"Sunridge Fortified Chakki Atta, ",645.0,Flour,Naheed Supermarket,5Kg,2025-08-30 15:06:49.638666
"Reem Nutrigrain Multi Grain Flour Mix, ",900.0,Flour,Naheed Supermarket,2 KG,2025-08-30 15:06:49.638666
"Bake Parlor Makai Atta Maize Flour, ",150.0,Flour,Naheed Supermarket,"500g,",2025-08-30 15:06:49.638666
"The Earth's Almond Flour, Su",1165.0,Flour,Naheed Supermarket,"per Fine, 180g",2025-08-30 15:06:49.638666
"Syed Flour Mills Diet Gold Atta, Wheat & Gluten Free, ",1000.0,Flour,Naheed Supermarket,1 KG,2025-08-30 15:06:49.638666
"Daali Diabetic & Diet Atta, ",725.0,Flour,Naheed Supermarket,2 KG,2025-08-30 15:06:49.638666
Daali ,625.0,Flour,Naheed Supermarket,"4-Grain Atta, Wheat, Jau, Bajra & Desi Makai, 2 KG",2025-08-30 15:06:49.638666
"Syed Flour Mills Diet Almond Flour, Wheat & Gluten Free, ",3400.0,Flour,Naheed Supermarket,500g,2025-08-30 15:06:49.638666
"Syed Flour Mills Diet Platinum Atta, Wheat & Gluten Free, ",1300.0,Flour,Naheed Supermarket,1 KG,2025-08-30 15:06:49.638666
"Syed Flour Mills Diet Bread Flour Mix, Wheat & Gluten Free, ",450.0,Flour,Naheed Supermarket,475g,2025-08-30 15:06:49.638666
"Syed Flour Mills Diet Silk Atta, Wheat & Gluten Free, ",750.0,Flour,Naheed Supermarket,1 KG,2025-08-30 15:06:49.638666
Syed Flour Mills Diet Atta ,1000.0,Flour,Naheed Supermarket,2.5 KG,2025-08-30 15:06:49.638666
Uncle Barns Tempura Flour ,1025.0,Flour,Naheed Supermarket,1 KG,2025-08-30 15:06:49.638666
Rafhan Cornflour ,175.0,Flour,Naheed Supermarket,275g,2025-08-30 15:06:49.638666
Bake Parlor Phulka Diet Atta ,220.0,Flour,Naheed Supermarket,1kg,2025-08-30 15:06:49.638666
"Sadi Chakki & White Atta, ",680.0,Flour,Naheed Supermarket,5Kg,2025-08-30 15:06:49.638666
Sadi Chakki Atta ,645.0,Flour,Naheed Supermarket,5 KG,2025-08-30 15:06:49.638666
The Earth's Coconut Flour ,1499.0,Flour,Naheed Supermarket,175gm,2025-08-30 15:06:49.638666
Naheed Rice Atta Special ,150.0,Flour,Naheed Supermarket,500gm,2025-08-30 15:06:49.638666
"Tapal Danedar Tea, Value Pack, Pouch, ",900.0,Teas,Naheed Supermarket,430g,2025-08-30 15:06:57.024521
"Tarang Dairy Tea Whitener, ",60.0,Teas,Naheed Supermarket,220ml,2025-08-30 15:06:57.024521
"Tapal Danedar Tea, ",380.0,Teas,Naheed Supermarket,180g,2025-08-30 15:06:57.024521
"Tapal Family Mixture Tea, ",1800.0,Teas,Naheed Supermarket,900g,2025-08-30 15:06:57.024521
"Nestle Everyday Tea Whitener, ",1770.0,Teas,Naheed Supermarket,850g,2025-08-30 15:06:57.024521
"Nestle Everyday Tea Whitener, ",745.0,Teas,Naheed Supermarket,350g,2025-08-30 15:06:57.024521
Tapal Danedar Tea Bags ,1000.0,Teas,Naheed Supermarket,100-Pack,2025-08-30 15:06:57.024521
Tapal Danedar Tea Extra Strong Tea Bags ,1100.0,Teas,Naheed Supermarket,80-Pack,2025-08-30 15:06:57.024521
Tapal Danedar Tea Jar ,1100.0,Teas,Naheed Supermarket,450gm,2025-08-30 15:06:57.024521
"Lipton Yellow Label Tea, ",,Teas,Naheed Supermarket,430g,2025-08-30 15:06:57.024521
Brooke Bond Supreme Tea ,850.0,Teas,Naheed Supermarket,475gm,2025-08-30 15:06:57.024521
"Lipton Yellow Label Tea, ",,Teas,Naheed Supermarket,100 Tea Bags,2025-08-30 15:06:57.024521
"Lipton Yellow Label Tea, ",,Teas,Naheed Supermarket,50 Tea Bags,2025-08-30 15:06:57.024521
Tapal Lemon Green Tea Bags ,250.0,Teas,Naheed Supermarket,30-Pack,2025-08-30 15:06:57.024521
"Vital Tea, ",900.0,Teas,Naheed Supermarket,430g,2025-08-30 15:06:57.024521
Tapal Tropical Peach Green Tea Bags ,250.0,Teas,Naheed Supermarket,30-Pack,2025-08-30 15:06:57.024521
"Lipton Yellow Label Mega Daane Tea, ",,Teas,Naheed Supermarket,475g Jar,2025-08-30 15:06:57.024521
Tapal Pure Green Green Tea Bags ,250.0,Teas,Naheed Supermarket,30-Pack,2025-08-30 15:06:57.024521
Tapal Green Tea Moroccan Mint Bags ,250.0,Teas,Naheed Supermarket,30-Pack,2025-08-30 15:06:57.024521
Nestle Everyday ,80.0,Teas,Naheed Supermarket,"3-In-1 Karak Chai, 17g",2025-08-30 15:06:57.024521
Tapal Danedar Tea Enveloped Tea Bags ,550.0,Teas,Naheed Supermarket,50-Pack,2025-08-30 15:06:57.024521
"Vital Tea, ",380.0,Teas,Naheed Supermarket,170g,2025-08-30 15:06:57.024521
Tapal Green Tea lemon Grass Jar ,300.0,Teas,Naheed Supermarket,100gm,2025-08-30 15:06:57.024521
"Tapal Ginger Honey Green Tea Bag, ",250.0,Teas,Naheed Supermarket,30-Pack,2025-08-30 15:06:57.024521
"Vital Tea, ",1800.0,Teas,Naheed Supermarket,900g,2025-08-30 15:06:57.024521
"Capri Glow Green Tea Leaves Green Soap, ",400.0,Teas,Naheed Supermarket,3x120g,2025-08-30 15:06:57.024521
"Tapal Danedar Enveloped Tea Bags Elaichi, ",600.0,Teas,Naheed Supermarket,50-Pack,2025-08-30 15:06:57.024521
"Palmolive Antibacterial White Tea Hand Wash, Refill, ",475.0,Teas,Naheed Supermarket,450ml,2025-08-30 15:06:57.024521
"Palmolive Antibacterial White Tea Hand Wash, ",340.0,Teas,Naheed Supermarket,225ml,2025-08-30 15:06:57.024521
"Dove Soap Cucumber, With Cucumber & Green Tea Scent, ",430.0,Teas,Naheed Supermarket,135g,2025-08-30 15:06:57.024521
Tapal Strawberry Green Tea Bags ,250.0,Teas,Naheed Supermarket,30-Pack,2025-08-30 15:06:57.024521
"Hemani Insta Safe Tea Tree Hand Sanitizer Spray, ",265.0,Teas,Naheed Supermarket,120ml,2025-08-30 15:06:57.024521
Tapal Lemon Green Tea Bags ,720.0,Teas,Naheed Supermarket,90-Pack,2025-08-30 15:06:57.024521
"Capri Glow Green Tea Leaves Green Soap, ",140.0,Teas,Naheed Supermarket,120g,2025-08-30 15:06:57.024521
"Millac Tea Milac Powder, ",1500.0,Teas,Naheed Supermarket,850g,2025-08-30 15:06:57.024521
"Vital Pink Kashmiri Tea, Jar, ",300.0,Teas,Naheed Supermarket,100g,2025-08-30 15:06:57.024521
"Nestle Ready To Drink Laban Chaunsa, ",150.0,Milk,Naheed Supermarket,160ml,2025-08-30 15:07:13.893576
"Day Fresh Vanilla Flavored Milk, Tetra Pack, ",100.0,Milk,Naheed Supermarket,225ml,2025-08-30 15:07:13.893576
"Day Fresh Malai Kulfi Flavored Milk, Tetra Pack, ",100.0,Milk,Naheed Supermarket,225ml,2025-08-30 15:07:13.893576
"Nido Instant Full Cream Milk Powder, ",1000.0,Milk,Naheed Supermarket,375g Pouch,2025-08-30 15:07:13.893576
"Nurpur Full Cream Milk Tetra Pack, ",4320.0,Milk,Naheed Supermarket,"1.5 Litre Each, 8-Pack",2025-08-30 15:07:13.893576
"Milk Fields Full Cream Milk, ",4440.0,Milk,Naheed Supermarket,"1000ml Each, 12-Pack",2025-08-30 15:07:13.893576
Ol,1200.0,Milk,Naheed Supermarket,"per's Strawberry Flavored Milk, 110ml Each, 24-Pack",2025-08-30 15:07:13.893576
Ol,300.0,Milk,Naheed Supermarket,"per's Strawberry Flavored Milk, 110ml Each, 6-Pack",2025-08-30 15:07:13.893576
"Day Fresh Chocolate Milk, ",1200.0,Milk,Naheed Supermarket,"235ml Each, 12-Pack",2025-08-30 15:07:13.893576
Ol,2565.0,Milk,Naheed Supermarket,"per's Full Cream Milk, 250ml Each, 27-Pack",2025-08-30 15:07:13.893576
"Dairy Omung Dairy Drink, ",3600.0,Milk,Naheed Supermarket,"1 Litre Each, 12-Pack",2025-08-30 15:07:13.893576
"Day Fresh Strawberry Milk, ",1200.0,Milk,Naheed Supermarket,"235ml Each, 12-Pack",2025-08-30 15:07:13.893576
"Pakola Yum Chocolate Flavored Milk, ",270.0,Milk,Naheed Supermarket,"125ml Each, 6-Pack",2025-08-30 15:07:13.893576
Ol,2280.0,Milk,Naheed Supermarket,"per's Chocolate Flavored Milk, 180ml Each, 24-Pack",2025-08-30 15:07:13.893576
Ol,2160.0,Milk,Naheed Supermarket,"per's Procal+ Low Fat Milk, 200ml Each, 24-Pack",2025-08-30 15:07:13.893576
Ol,4440.0,Milk,Naheed Supermarket,"per's Procal+ Low Fat Milk, 1000ml Each, 12-Pack",2025-08-30 15:07:13.893576
"Haleeb Milk, ",4440.0,Milk,Naheed Supermarket,"1 Liter Each, 12-Pack",2025-08-30 15:07:13.893576
"Almarai Full Fat Milk, ",10200.0,Milk,Naheed Supermarket,"1 Liter Each, 12-Pack",2025-08-30 15:07:13.893576
"Pakola Pure Natural Milk, ",4320.0,Milk,Naheed Supermarket,"1000ml Each, 12-Pack",2025-08-30 15:07:13.893576
"Rooh Afza Doodh, Flavored Milk, ",1140.0,Milk,Naheed Supermarket,"225ml Each, 12-Pack",2025-08-30 15:07:13.893576
"Rooh Afza Doodh, Flavored Milk, ",570.0,Milk,Naheed Supermarket,"225ml Each, 6-Pack",2025-08-30 15:07:13.893576
"Day Fresh Full Cream Milk, ",2640.0,Milk,Naheed Supermarket,"250ml Each, 24-Pack",2025-08-30 15:07:13.893576
"Lucky Pasteurized Full Cream Milk, Frozen, ",350.0,Milk,Naheed Supermarket,1000ml Bottle,2025-08-30 15:07:13.893576
"Dairy Omung Milk, ",400.0,Milk,Naheed Supermarket,1500ml,2025-08-30 15:07:13.893576
"Espana Strawberry Milk Drink With Nata De Coco, ",390.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Espana Mango Milk Drink With Nata De Coco, ",390.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Espana Chocolate Milk Drink With Nata De Coco, ",390.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Espana Almond Milk Drink With Nata De Coco, ",390.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Polac Sweetened Condensed Filled Milk, ",360.0,Milk,Naheed Supermarket,390g,2025-08-30 15:07:13.893576
"Day Fresh Laban, ",500.0,Milk,Naheed Supermarket,1 Liter,2025-08-30 15:07:13.893576
"Badshah Evaporated Milk, ",465.0,Milk,Naheed Supermarket,390g,2025-08-30 15:07:13.893576
Ol,50.0,Milk,Naheed Supermarket,"per's Strawberry Flavored Milk, 110ml",2025-08-30 15:07:13.893576
"Pakola Zafran Almond & Cardamom Flavored Milk, ",100.0,Milk,Naheed Supermarket,235ml,2025-08-30 15:07:13.893576
"Pakola Strawberry Flavored Milk, ",100.0,Milk,Naheed Supermarket,235ml,2025-08-30 15:07:13.893576
"Pakola Ice Cream Flavored Milk, ",100.0,Milk,Naheed Supermarket,235ml,2025-08-30 15:07:13.893576
"Millac Gro Milk Powder, ",1540.0,Milk,Naheed Supermarket,900g,2025-08-30 15:07:13.893576
"Coco Royal Coconut Milk Drink, Strawberry Flavor, ",440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Coco Royal Coconut Milk Drink, Papaya Flavor, ",440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Coco Royal Coconut Milk Drink, Melon Flavor, ",440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Coco Royal Coconut Milk Drink, Mango Flavor, ",440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
Coco Royal Coconut Milk Drink Chocolate Flavor ,440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Coco Royal Coconut Milk Drink, Original Flavor, ",440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Coco Royal Coconut Milk Drink, Pineapple Flavor, ",440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
Coco Royal Coconut Milk Drink Banana Flavor ,440.0,Milk,Naheed Supermarket,290ml,2025-08-30 15:07:13.893576
"Milk Fields Chocolate Flavored Milk, ",65.0,Milk,Naheed Supermarket,180ml,2025-08-30 15:07:13.893576
"Milk Fields Strawberry Flavored Milk, ",90.0,Milk,Naheed Supermarket,180ml,2025-08-30 15:07:13.893576
Ol,95.0,Milk,Naheed Supermarket,"per's Chaunsa Mango Flavoured Milk, 180ml",2025-08-30 15:07:13.893576
"Nurpur Full Cream Milk Carton, ",3905.0,Milk,Naheed Supermarket,1000ml x 12,2025-08-30 15:07:13.893576
Ol,95.0,Milk,Naheed Supermarket,per's Badam Zafran Flavoured Milk 180ml,2025-08-30 15:07:13.893576
"Haleeb Milk, ",370.0,Milk,Naheed Supermarket,1 Liters,2025-08-30 15:07:13.893576
"Milk Fields Full Cream Milk, ",90.0,Milk,Naheed Supermarket,250ml,2025-08-30 15:07:13.893576
"Milk Fields Full Cream Milk, ",370.0,Milk,Naheed Supermarket,1000ml,2025-08-30 15:07:13.893576
"Day Fresh Belgian Chocolate Milk, ",150.0,Milk,Naheed Supermarket,225ml,2025-08-30 15:07:13.893576
"Day Fresh Nuttelicious Hazelnut Milk, ",150.0,Milk,Naheed Supermarket,225ml,2025-08-30 15:07:13.893576
"Day Fresh Chocolate Salted Caramel Milk, ",150.0,Milk,Naheed Supermarket,225ml,2025-08-30 15:07:13.893576
Ol,95.0,Milk,Naheed Supermarket,"per's Strawberry Flavoured Milk, 180ml",2025-08-30 15:07:13.893576
Ol,95.0,Milk,Naheed Supermarket,"per's Chocolate Flavoured Milk, 180ml",2025-08-30 15:07:13.893576
"Nestle Milkpak Full Cream Milk, ",2565.0,Milk,Naheed Supermarket,"250ml, 27 Piece Carton",2025-08-30 15:07:13.893576
Ol,4440.0,Milk,Naheed Supermarket,"per's Full Cream Milk, 1000ml, 12-Pack Carton",2025-08-30 15:07:13.893576
"Rooh Afza Doodh, Flavoured Milk, ",95.0,Milk,Naheed Supermarket,225ml,2025-08-30 15:07:13.893576
"Nestle Bunyad Milk Powder, ",1160.0,Milk,Naheed Supermarket,600g,2025-08-30 15:07:13.893576
"Pakola Yum Chocolate Flavored Milk, ",45.0,Milk,Naheed Supermarket,125ml,2025-08-30 15:07:13.893576
"Pakola Yum Milk, Ice Cream Flavor, ",45.0,Milk,Naheed Supermarket,125ml,2025-08-30 15:07:13.893576
"Nature's Bar Soya Beans Whole, Organic Soya with High Fiber Supplement, High in protein, ",375.0,pulses,Naheed Supermarket,250g,2025-08-30 15:07:31.950523
Naheed Daal Channa Special ,400.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Channa Special ,200.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Mong Special ,500.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Mong Special ,250.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Masoor Special ,375.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Masoor Special ,188.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Kala Masoor Special ,370.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Kala Masoor Special ,185.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Mong Chilka Special ,500.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Mong Chilka Special ,250.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Arhar Special ,750.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Arhar Special ,375.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Mash Special ,550.0,pulses,Naheed Supermarket,1 KG,2025-08-30 15:07:31.950523
Naheed Daal Mash Special ,275.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
"Naheed Kabli Cholay Special, ",575.0,pulses,Naheed Supermarket,1Kg,2025-08-30 15:07:31.950523
"Naheed Kabli Cholay Special, ",288.0,pulses,Naheed Supermarket,500g,2025-08-30 15:07:31.950523
"Naheed Kabli Cholay, ",375.0,pulses,Naheed Supermarket,1Kg,2025-08-30 15:07:31.950523
"Naheed Kabli Cholay, ",188.0,pulses,Naheed Supermarket,500g,2025-08-30 15:07:31.950523
"Naheed Kala Cholay Special, ",400.0,pulses,Naheed Supermarket,1Kg,2025-08-30 15:07:31.950523
Naheed Red Lobia Special ,325.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Sabut Moong Special ,210.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Sabut Mash Special ,320.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Mash ChilkaKali Special ,350.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Daal Hari Mash Special ,350.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
Naheed Dalia Bareek Special ,105.0,pulses,Naheed Supermarket,500gm,2025-08-30 15:07:31.950523
"National Kaleji Recipe Mix, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Chicken Angara Masala, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Italiano Tajina With Lime Classic Seasoning, ",825.0,spices,Naheed Supermarket,120g,2025-08-30 15:08:05.786726
Italiano,350.0,spices,Naheed Supermarket,"Peri Peri Seasoning, 75g",2025-08-30 15:08:05.786726
"The Earth's Barley Grass Powder, ",1350.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Quill Rosemary Leaves, ",430.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Knorr Chicken Powder, ",130.0,spices,Naheed Supermarket,90g,2025-08-30 15:08:05.786726
"National Lahori Fish Masala Mix, ",140.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Daali Stevia Powder, ",999.0,spices,Naheed Supermarket,60g,2025-08-30 15:08:05.786726
"Daali Moringa Powder, ",390.0,spices,Naheed Supermarket,60g,2025-08-30 15:08:05.786726
"Falak Chilli Garlic Fries Masala, ",290.0,spices,Naheed Supermarket,75g,2025-08-30 15:08:05.786726
"Daali Cinnamon Powder, ",285.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Yes Chef Moroccan Chicken With Onion Rice, ",545.0,spices,Naheed Supermarket,"6-Steps, 240g",2025-08-30 15:08:05.786726
"Falak Degi Haleem Mix, ",330.0,spices,Naheed Supermarket,300g,2025-08-30 15:08:05.786726
"Shan Karara Zeera Powder, ",300.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Flavored Chicken Powder, ",110.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Shan Chicken Tikka Recipe Masala, ",520.0,spices,Naheed Supermarket,45g X 4 Packs Inside,2025-08-30 15:08:05.786726
"National Chicken White Karahi MasalaRecipe Mix, ",140.0,spices,Naheed Supermarket,40g,2025-08-30 15:08:05.786726
"National Malai Boti Masala, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Falak Hot BBQ Fries Masala, ",290.0,spices,Naheed Supermarket,75g,2025-08-30 15:08:05.786726
"Falak Spicy Cheese Fries Masala, ",290.0,spices,Naheed Supermarket,75g,2025-08-30 15:08:05.786726
"Malka Garlic Powder, Lehsan Powder, ",130.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Cumin Powder, Zeera Powder, ",250.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Ginger Powder, Adrak Powder, ",140.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Malka Vegetable Masala, Sabzi Masala, Sabzi Recipe Mix, ",140.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Jazaa Karachi Biryani Masala, ",230.0,spices,Naheed Supermarket,120g,2025-08-30 15:08:05.786726
"Jazaa Karachi Biryani Masala, ",120.0,spices,Naheed Supermarket,60g,2025-08-30 15:08:05.786726
"Dashi Crispy Fried Chicken Coating, ",160.0,spices,Naheed Supermarket,75g,2025-08-30 15:08:05.786726
"Italiano Parmesan Cheese Powder, ",499.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Jazaa Bihari Kabab Masala Pack, ",220.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Shan Bombay Biryani Recipe Masala, ",560.0,spices,Naheed Supermarket,60g x 4,2025-08-30 15:08:05.786726
"Dashi Flavored Lime Zaiqa, ",885.0,spices,Naheed Supermarket,400g,2025-08-30 15:08:05.786726
"Shan Korma Recipe Masala, ",520.0,spices,Naheed Supermarket,50g x 4,2025-08-30 15:08:05.786726
"Shan Biryani Recipe Masala, ",520.0,spices,Naheed Supermarket,45g x 4,2025-08-30 15:08:05.786726
"Shan Achar Gosht Recipe Masala, ",520.0,spices,Naheed Supermarket,60g x 4,2025-08-30 15:08:05.786726
"Shan Karahi Recipe Masala, ",520.0,spices,Naheed Supermarket,60g x 4,2025-08-30 15:08:05.786726
"Shan Nihari Recipe Masala, ",520.0,spices,Naheed Supermarket,60g x 4,2025-08-30 15:08:05.786726
"Shan Chicken Broast Recipe Masala, ",150.0,spices,Naheed Supermarket,125g,2025-08-30 15:08:05.786726
"Shan Ginger Garlic Paste, Bottle ",1000.0,spices,Naheed Supermarket,700g,2025-08-30 15:08:05.786726
"National Fish Recipe Masala Mix, ",150.0,spices,Naheed Supermarket,40g,2025-08-30 15:08:05.786726
"National Fish Recipe Masala Mix, Double Pack, ",270.0,spices,Naheed Supermarket,80g,2025-08-30 15:08:05.786726
"Italiano Za'atar Original Blend Spice, ",300.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Italiano Tarragon Herbs, ",370.0,spices,Naheed Supermarket,20g,2025-08-30 15:08:05.786726
"Italiano Pizza Seasoning, ",310.0,spices,Naheed Supermarket,70g,2025-08-30 15:08:05.786726
"Italiano Smoked Paprika, ",350.0,spices,Naheed Supermarket,60g,2025-08-30 15:08:05.786726
"Italiano Kashmiri Chili Powder, ",285.0,spices,Naheed Supermarket,85g,2025-08-30 15:08:05.786726
"Italiano Fajita Seasoning Mix, ",275.0,spices,Naheed Supermarket,86g,2025-08-30 15:08:05.786726
"Freshmate Aalo Matar, ",599.0,spices,Naheed Supermarket,275g,2025-08-30 15:08:05.786726
"Italia Chicken Powder, ",135.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Switzella Peanut Butter Crunchy, ",750.0,spices,Naheed Supermarket,300g,2025-08-30 15:08:05.786726
"Suree Red Curry Paste, ",1395.0,spices,Naheed Supermarket,400g,2025-08-30 15:08:05.786726
"Food To Go Chicken Ginger, ",895.0,spices,Naheed Supermarket,390g,2025-08-30 15:08:05.786726
"Food To Go Chicken Qorma, ",875.0,spices,Naheed Supermarket,390g,2025-08-30 15:08:05.786726
"Azadeh's Cuisine Tom Yum Paste, ",750.0,spices,Naheed Supermarket,340g,2025-08-30 15:08:05.786726
"Azadeh's Cuisine Thai Red Curry Paste, ",600.0,spices,Naheed Supermarket,220g,2025-08-30 15:08:05.786726
"Azadeh's Cuisine Schezwan Sauce, ",650.0,spices,Naheed Supermarket,360g,2025-08-30 15:08:05.786726
"Malka Easy Cook Badshahi Haleem Masala, ",350.0,spices,Naheed Supermarket,300g,2025-08-30 15:08:05.786726
"Azadeh's Cuisine Ramen Noodle Sauce, ",550.0,spices,Naheed Supermarket,360g,2025-08-30 15:08:05.786726
"Azadeh's Cuisine Thai Chilli Paste, ",650.0,spices,Naheed Supermarket,320g,2025-08-30 15:08:05.786726
"Mehran Chicken White Karahi Masala, ",130.0,spices,Naheed Supermarket,40g,2025-08-30 15:08:05.786726
"Mehran Recipe Hyderabadi Biryani Masala, ",250.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Mehran Mixed Pickle, ",295.0,spices,Naheed Supermarket,320g,2025-08-30 15:08:05.786726
"Mehran Turmeric Powder, ",165.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Mehran Chicken Masala, ",130.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Mehran Recipe Haleem Masala, ",120.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Mehran Kasuri Methi Leaves, ",120.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
"Mehran Recipe Chicken White Qorma Masala, ",120.0,spices,Naheed Supermarket,40g,2025-08-30 15:08:05.786726
"Mehran Chaat Masala, ",180.0,spices,Naheed Supermarket,100g,2025-08-30 15:08:05.786726
"Mehran Recipe Bombay Biryani Masala, ",270.0,spices,Naheed Supermarket,120g,2025-08-30 15:08:05.786726
"Mehran Khatai Powder, ",90.0,spices,Naheed Supermarket,50g,2025-08-30 15:08:05.786726
Yes Chef Alfredo Pasta Sauce Mix ,210.0,spices,Naheed Supermarket,"3 Steps, 20g + 5g",2025-08-30 15:08:05.786726
Yes Chef American Mac & Cheese ,430.0,spices,Naheed Supermarket,"2 Steps, 110g + 5g",2025-08-30 15:08:05.786726
Yes Chef Thai Red Curry Mix ,259.0,spices,Naheed Supermarket,"7 Steps, 35g + 5g",2025-08-30 15:08:05.786726
Yes Chef Khow Suey Mix ,198.0,spices,Naheed Supermarket,"6 Steps, 32g + 5g",2025-08-30 15:08:05.786726
